ID,Station Name,Total Docks,Latitude,Longitude
1.67419E+18,Public Rack - Lafayette Ave & 95th St,10,41.721787,-87.624939
1.67419E+18,Public Rack - Baltimore Ave & 132nd St,1,41.655201,-87.546942
1.67419E+18,Public Rack - Buffalo Ave & 89th St,3,41.73341,-87.54454
1.67419E+18,Public Rack - Central Ave & Corcoran Pl,1,41.887342,-87.765041
1.67419E+18,Public Rack - Cottage Grove Ave & 87th St,1,41.736448,-87.60616
1.67419E+18,Public Rack - Ewing Ave & 101st St,1,41.7117328,-87.5350591
1.67419E+18,Public Rack - Ewing Ave & 96th St N,1,41.7215552,-87.5356904
1.67419E+18,Public Rack - Hiawatha Park,1,41.944068,-87.827302
1.67419E+18,Public Rack - Houston Ave & 131st St,10,41.656961,-87.548521
1.67419E+18,Public Rack - Indiana Ave & 111th St,9,41.692535,-87.617711
1.67419E+18,Public Rack - Kedzie Ave & 54th St - SW,1,41.795222,-87.703719
1.67419E+18,Public Rack - Kildare Ave & Washignton Blvd,1,41.881838,-87.733661
1.67419E+18,Public Rack - Komensky Ave & 59th St,1,41.786049,-87.723645
1.67419E+18,Public Rack - Buffalo Ave & 133rd St,2,41.65428,-87.543539
1.67419E+18,Public Rack - Pulaski Rd & 40th St,2,41.81864,-87.72428
1.67419E+18,Public Rack - Ada St & 117th St,1,41.681128,-87.655064
1.67419E+18,Public Rack - Ashland Ave & 45th St,1,41.811958,-87.664862
1.67419E+18,Public Rack - Avenue J & 106th St,1,41.70261,-87.533531
1.67419E+18,Public Rack - Avenue J & 112th St,2,41.691844,-87.534181
1.67419E+18,Public Rack - Burnside Academy,2,41.728525,-87.608231
1.67419E+18,Public Rack - California Ave & Pershing Rd,10,41.822632,-87.695024
1.67419E+18,Public Rack - Calumet Ave & 51st St,1,41.802221,-87.618457
1.67419E+18,Public Rack - Cottage Grove & 85th St,1,41.740086,-87.604743
1.67419E+18,Public Rack - Ashland Ave & 76th St,2,41.75596,-87.66391
1.67419E+18,Public Rack - Eberhart Ave & 131st St,2,41.65759,-87.610713
1.67419E+18,Public Rack - Kedzie Ave & Archer Ave,2,41.81359,-87.70478
1.67419E+18,Public Rack - Damen Ave & 47th St,1,41.808884,-87.67513
1.67419E+18,Public Rack - Ewing Ave & Indianapolis Ave,1,41.712353,-87.53545
1.67419E+18,Public Rack - Halsted St & 102nd St,1,41.70794,-87.643177
1.67419E+18,Public Rack - Houston Ave & 91st St,1,41.729964,-87.549645
1.67419E+18,Public Rack - Jeffery Blvd & 83rd St,1,41.744345,-87.575043
1.67419E+18,Public Rack - Justine St & 87th St,1,41.736019,-87.66243
1.67419E+18,Public Rack - Kedzie Ave & Pershing Rd,1,41.822897,-87.704154
1.67419E+18,Public Rack - Albany Ave & 111th St - NW,1,41.691669,-87.698507
1.67419E+18,Public Rack - Ashland Ave & 45th St  S,1,41.811169,-87.66474
1.67419E+18,Public Rack - Baltimore Ave & 133rd St,2,41.653444,-87.547004
1.67419E+18,Public Rack - Brighton Park Branch Chicago Library,2,41.815242,-87.702651
1.67419E+18,Public Rack - Central Ave & Congress Pkwy,2,41.87369,-87.764746
1.67419E+18,Public Rack - Ellis Ave & Doty Ave,2,41.659119,-87.597052
1.67419E+18,Public Rack - Ewing Ave & 112th St,1,41.691979,-87.534912
1.67419E+18,Public Rack - Halsted St & 95th St - SW,1,41.720964,-87.643447
1.67419E+18,Public Rack - Harriet E Sayre Public School,3,41.913547,-87.79876
1.67419E+18,Public Rack - Kedzie Ave & 58th St,2,41.788263,-87.703576
1.67419E+18,Public Rack - Lafayette Ave & 119th St,1,41.677853,-87.623447
1.67419E+18,Public Rack - McCormick Blvd & Devon Ave,3,41.996194,-87.712
1.67419E+18,Public Rack - Milwaukee Ave & Addison St,3,41.94651,-87.735721
1.67419E+18,Public Rack - Milwaukee Ave & Diversey Ave,2,41.93123,-87.711501
1.67419E+18,Public Rack - Champlain Ave & 134th St,2,41.657379,-87.606444
1.67419E+18,Public Rack - Milwaukee Ave & Haussen Ct,2,41.937752,-87.721623
1.67419E+18,Public Rack - Milwaukee Ave & School St,1,41.940648,-87.726087
1.67419E+18,Public Rack - Monticello Ave & Belmont Ave,2,41.939472,-87.718423
1.67419E+18,Public Rack - Mozart Elementary School,6,41.921325,-87.722375
1.67419E+18,Public Rack - Penn Elementary School / KIPP Ascend Middle School,4,41.8586742,-87.7223835
1.67419E+18,Public Rack - Pulaski Rd & 15th St,1,41.8603966,-87.7250977
1.67419E+18,Public Rack - Pulaski Rd & Armitage Ave,2,41.91702,-87.727096
1.67419E+18,Public Rack - Pulaski Rd & Fullerton Ave,4,41.924618,-87.727398
1.67419E+18,Public Rack - Pulaski Rd & Roosevelt Rd,1,41.866103,-87.724463
1.67419E+18,Public Rack - Roswell B. Mason Elementary School,4,41.8560219,-87.7298436
1.67419E+18,Public Rack - S Kostner Ave & W 18th Pl,1,41.8551905,-87.7345547
1.67419E+18,Public Rack - Spaulding Ave & Bryn Mawr Ave,2,41.982964,-87.711441
1.67419E+18,Public Rack - Spaulding Ave & Evergreen Ave,2,41.905317,-87.709521
1.67419E+18,Public Rack - Spaulding Ave & North Ave,4,41.910138,-87.709553
1.67419E+18,Public Rack - St Louis Ave & Berteau Ave,1,41.958373,-87.715685
1.67419E+18,Public Rack - Western Ave & Jarvis Ave,1,42.016398,-87.690376
1.67419E+18,Public Rack - Whipple St & 26th St,2,41.843636,-87.701931
1.67419E+18,Public Rack - Zapata Academy,3,41.841655,-87.734366
1.67725E+18,Public Rack - Sawyer Ave & Bryn Mawr Ave - SE,1,41.9830174,-87.7096999
1.67725E+18,Public Rack - Christiana Ave & Bryn Mawr Ave,1,41.982838,-87.71233
1.67725E+18,Public Rack - Spaulding Ave & Foster Ave,1,41.975921,-87.710415
1.67725E+18,Public Rack - Christiana Ave & Lawrence Ave,2,41.968547,-87.712582
1.67725E+18,Public Rack - Sawyer Ave & Lawrence Ave,1,41.9683,-87.709435
1.67725E+18,Public Rack - Milwaukee Ave & Waveland Ave,1,41.947472,-87.737875
1.67725E+18,Public Rack - Karlov Ave & Milwaukee Ave,1,41.942702,-87.730011
1.67725E+18,Public Rack - Kedvale Ave & Addison St,2,41.947174,-87.730837
35,Streeter Dr & Grand Ave,47,41.892278,-87.612043
1.67419E+18,Public Rack - Melvina Ave & Belmont Ave,1,41.9384207,-87.7813896
1.69578E+18,Public Rack - Ewing Ave & 107th St,1,41.700378,-87.535276
289,Wells St & Concord Ln,19,41.912133,-87.634656
1.69578E+18,Public Rack - Ave L & 105th St,1,41.703542,-87.536634
1.69578E+18,Public Rack - Ewing Ave & 95th St,1,41.722376,-87.5358299
1.68353E+18,Public Rack - Vincennes Ave & 91st St,1,41.728122,-87.648524
684,Prospect Sq & 91st St,15,41.7282338,-87.6675239
1.59405E+18,Western Ave & Berteau Ave,6,41.95774,-87.688273
1.68353E+18,Public Rack - State ST & 42nd St,1,41.819067,-87.626417
1.67419E+18,Public Rack - Eggleston Ave & 114th St,3,41.686642,-87.633547
555,Ashland Ave & 50th St,11,41.803023,-87.664699
1.69578E+18,Public Rack - Ashland Ave & 91st St,1,41.728271,-87.662673
1.68353E+18,Public Rack - Crandon Ave & 80th St,1,41.749519,-87.568831
524,Austin Blvd & Chicago Ave,7,41.894887,-87.774704
1.68353E+18,Public Rack - Jeffery Blvd & 81st St,1,41.74927751,-87.57585394
1.67419E+18,Public Rack - Lowe Ave & 94th St,2,41.724234,-87.639453
1.68353E+18,Public Rack - Houston Ave & 130th St,1,41.658962,-87.548528
1.68353E+18,Public Rack - King Dr & 115th St,1,41.685239,-87.613418
1.68353E+18,Public Rack - Michigan Ave & 107th St,1,41.699671,-87.621034
62,McCormick Place,27,41.85137517,-87.61883465
1.69578E+18,Public Rack - Lamon Ave & Erie St,3,41.892114,-87.746676
1.69578E+18,Public Rack - Halsted St & 113th St,1,41.68851,-87.642512
1.69578E+18,Public Rack - Wallace St & 119th St,1,41.677629,-87.637554
1.67419E+18,Public Rack - Lowe Ave & 98th St,2,41.715887,-87.639228
1.67419E+18,Public Rack - Mackinaw Ave & 106th St,1,41.702557,-87.542728
1.67419E+18,Public Rack - Mackinaw Ave & 108th St,1,41.699008,-87.542833
1.44864E+18,Martin Luther King Dr & 111th St,6,41.69263896,-87.61367387
1.69578E+18,Public Rack - Ewing Ave & 102nd St,1,41.709948,-87.535365
1.69578E+18,Public Rack - Richmond St & Thorndale Ave,10,41.988931,-87.702785
1.67419E+18,Public Rack - Mackinaw Ave & 85th St,1,41.741897,-87.543162
1.68353E+18,Public Rack - Saginaw Ave & 93rd St,1,41.726199,-87.559252
1.69578E+18,Public Rack - Ewing Ave & 106th St,2,41.7024928,-87.5351313
1.68353E+18,Public Rack - Stony Island & 87th St,1,41.7367,-87.585815
1.69578E+18,Public Rack - Langley Ave & 87th St,1,41.735828,-87.606981
1.69578E+18,Public Rack - Kostner Ave & Wrightwood Ave,9,41.92786,-87.735756
1.69578E+18,Public Rack - Clyde Ave & 87th St,3,41.73715,-87.57319
1.68353E+18,Public Rack - 53rd St & Indiana Ave,1,41.798015,-87.620745
1.68353E+18,Public Rack - King Dr & Oakwood Blvd,1,41.822827,-87.616486
1.68353E+18,Public Rack - Langley Ave & Oakwood Blvd,2,41.822839,-87.609525
1.69578E+18,Public Rack - Fullerton Ave & Narragansett Ave,1,41.923739,-87.785835
1.69578E+18,Public Rack - Pulaski Rd & Lake St,1,41.885577,-87.72606
1.68353E+18,Public Rack - Paxton Ave & 79th St,1,41.75167773,-87.57045748
134,Peoria St & Jackson Blvd,19,41.8776416,-87.64961779
1.69578E+18,Public Rack - Roscoe St & Osceola Ave,1,41.942201,-87.813168
1.69578E+18,Public Rack - Normal Ave & 111th St,1,41.692303,-87.635478
1.69578E+18,Public Rack - Union Ave & 111th St,1,41.692232,-87.640609
1.69578E+18,Public Rack - Princeton Ave & 103rd Pl,1,41.70633,-87.630936
1.69578E+18,Public Rack - Halsted St & 109th St,1,41.695655,-87.642804
24,Fairbanks Ct & Grand Ave,15,41.89184737,-87.6205802
259,California Ave & Francis Pl (Temp),15,41.91849115,-87.6974228
350,Ashland Ave & Chicago Ave,15,41.89517271,-87.66754702
1.68353E+18,Public Rack - Western Ave & Devon Ave,1,41.997579,-87.689713
115,Sheffield Ave & Wellington Ave,23,41.93625348,-87.6526621
102,Stony Island Ave & 67th St,11,41.7734585,-87.58533974
12,South Shore Dr & 71st St,15,41.76640946,-87.56568757
124,Damen Ave & Cullerton St,15,41.85496652,-87.67569959
127,Lincoln Ave & Fullerton Ave,15,41.92416103,-87.64638037
132,Wentworth Ave & 24th St (Temp),15,41.85008369,-87.63214052
145,Mies van der Rohe Way & Chestnut St,19,41.89858665,-87.62191523
156,Clark St & Wellington Ave,15,41.93649682,-87.64753866
157,DuSable Lake Shore Dr & Wellington Ave,15,41.93668845,-87.63682902
172,Rush St & Cedar St,11,41.9023087,-87.62769053
184,State St & 35th St,19,41.83103631,-87.62679756
217,Elizabeth (May) St & Fulton St,15,41.88661649,-87.65803993
239,Western Ave & Leland Ave,19,41.9663998,-87.68870428
270,Stony Island Ave & 75th St,11,41.75866967,-87.58688287
278,Wallace St & 35th St,15,41.83070705,-87.64125533
286,Franklin St & Adams St (Temp),15,41.87943409,-87.63550401
31,Franklin St & Chicago Ave,23,41.89674697,-87.63566762
319,Greenview Ave & Diversey Pkwy,15,41.93258963,-87.66593635
325,Clark St & Winnemac Ave,19,41.97334764,-87.66785547
34,Cannon Dr & Fullerton Ave,15,41.92675599,-87.63442879
348,California Ave & 21st St,15,41.85380407,-87.6957424
135,Halsted St & 21st St,11,41.85377981,-87.64660299
211,St. Clair St & Erie St,19,41.89434514,-87.62279838
1.68353E+18,Public Rack - Exchange Ave & 73rd Pl,1,41.76261263,-87.56381871
1.69578E+18,Public Rack - Langley Ave & 49th St,3,41.805218,-87.609076
133,Kingsbury St & Kinzie St,31,41.88917683,-87.63850577
161,Rush St & Superior St,23,41.89576475,-87.62590803
208,Laflin St & Cullerton St,15,41.85491458,-87.66355991
1.69578E+18,Public Rack - Pulaski Rd & Polk St,1,41.8703637,-87.7252556
1.69578E+18,Public Rack - Hamlin Ave & Madison St,1,41.880833,-87.720797
173,Mies van der Rohe Way & Chicago Ave,15,41.89694463,-87.62175769
352,Jeffery Blvd & 67th St,11,41.77351755,-87.57714283
353,Clark St & Touhy Ave,15,42.01256012,-87.67436712
354,Sheridan Rd & Greenleaf Ave,15,42.01058656,-87.6624121
356,Stony Island Ave & 71st St,11,41.76649294,-87.58646088
359,Larrabee St & Division St,23,41.90348607,-87.64335349
364,Larrabee St & Oak St,19,41.90021949,-87.64298547
365,Halsted St & North Branch St,15,41.89939029,-87.64854491
366,Loomis St & Archer Ave,11,41.84163254,-87.65743495
368,Ashland Ave & Archer Ave,15,41.83920868,-87.66560986
369,Wood St & 35th St,11,41.83010465,-87.67029831
37,Dearborn St & Adams St,19,41.87935636,-87.62979104
370,Calumet Ave & 21st St,15,41.85418425,-87.61915374
373,Kedzie Ave & Chicago Ave,11,41.8954653,-87.70612788
374,Western Ave & Walton St,23,41.89841769,-87.68659602
375,Sacramento Blvd & Franklin Blvd,11,41.89046879,-87.70260751
376,Artesian Ave & Hubbard St,35,41.88949182,-87.68821937
38,Clark St & Lake St,27,41.88602083,-87.63087606
382,Western Ave & Congress Pkwy,19,41.87474885,-87.68644528
386,Halsted St & 56th St,11,41.79292965,-87.64499006
39,Wabash Ave & Adams St,23,41.87947235,-87.62568861
390,Wentworth Ave & 63rd St,11,41.78007963,-87.62974631
391,Halsted St & 69th St,11,41.76906172,-87.64461358
392,Perry Ave & 69th St,11,41.76929309,-87.62819593
393,Calumet Ave & 71st St,11,41.76550801,-87.61691793
395,Jeffery Blvd & 76th St,11,41.75712007,-87.57583936
398,Rainbow Beach,15,41.75787145,-87.54938625
399,South Shore Dr & 74th St,11,41.76218896,-87.55927465
403,Wentworth Ave & 33rd St,15,41.83452989,-87.63182298
406,Lake Park Ave & 35th St,19,41.83127424,-87.6087992
407,State St & Pershing Rd,11,41.82301524,-87.62656802
409,Shields Ave & 43rd St,11,41.81620768,-87.63481935
41,Federal St & Polk St,19,41.87207763,-87.62954377
410,Prairie Ave & 43rd St,15,41.81665889,-87.61941246
411,Halsted St & 47th Pl,11,41.80813392,-87.64561655
412,Princeton Ave & 47th St,11,41.80931771,-87.63344929
2,Buckingham Fountain,39,41.876423,-87.620339
40,LaSalle St & Adams St,15,41.87934437,-87.63198522
36,Franklin St & Jackson Blvd,39,41.87770796,-87.63532114
384,Halsted St & 51st St,11,41.80183164,-87.6452139
413,Woodlawn Ave & Lake Park Ave,15,41.81409271,-87.59700515
415,Calumet Ave & 51st St,11,41.80229465,-87.61805358
418,Ellis Ave & 53rd St,11,41.79933626,-87.60095812
420,Ellis Ave & 55th St,19,41.79430062,-87.60144977
421,MLK Jr Dr & 56th St,11,41.79342946,-87.61585326
422,DuSable Museum,11,41.79156801,-87.60785218
424,Museum of Science and Industry,27,41.79172821,-87.58394501
426,Ellis Ave & 60th St,19,41.78509715,-87.60107276
431,Eberhart Ave & 61st St,11,41.78407107,-87.61448354
428,Dorchester Ave & 63rd St,11,41.78040565,-87.59141599
43,Michigan Ave & Washington St,43,41.88398407,-87.62468398
430,MLK Jr Dr & 63rd St,11,41.78008064,-87.61594286
433,Kedzie Ave & Harrison St,11,41.87359968,-87.70487075
434,Ogden Ave & Roosevelt Rd,19,41.86650148,-87.68469707
435,Kedzie Ave & Roosevelt Rd,11,41.86649278,-87.70649618
437,Washtenaw Ave & Ogden Ave,15,41.86193049,-87.69345045
438,Central Park Ave & Ogden Ave,15,41.8540635,-87.71511734
441,Kedzie Ave & 24th St,11,41.84819095,-87.70541375
443,Millard Ave & 26th St,7,41.84453113,-87.715922
445,California Ave & 26th St,11,41.84367992,-87.69496858
447,Glenwood Ave & Morse Ave,15,42.00797192,-87.66550239
448,Warren Park East,11,42.00454962,-87.68066615
449,Clark St & Columbia Ave,15,42.00445063,-87.67240241
451,Sheridan Rd & Loyola Ave,23,42.00104378,-87.66119824
453,Clark St & Schreiber Ave,15,41.99925182,-87.67137734
454,Broadway & Granville Ave,23,41.99477969,-87.66028454
455,Maplewood Ave & Peterson Ave,11,41.99023603,-87.69336964
457,Clark St & Elmdale Ave,15,41.99086045,-87.66972363
458,Broadway & Thorndale Ave,19,41.98974251,-87.66014062
461,Broadway & Ridge Ave,15,41.98404461,-87.66027383
464,Damen Ave & Foster Ave,15,41.97561481,-87.67945904
466,Ridge Blvd & Touhy Ave,11,42.01213228,-87.68291264
467,Western Ave & Lunt Ave,15,42.0085944,-87.69049224
419,Lake Park Ave & 53rd St,15,41.79949429,-87.5864499
442,California Ave & 23rd Pl,11,41.84910969,-87.69513981
444,Albany Ave & 26th St,11,41.84447501,-87.70201301
463,Clark St & Berwyn Ave,19,41.97803062,-87.66856492
425,Harper Ave & 59th St,15,41.78794281,-87.58831517
468,Budlong Woods Library,11,41.98366471,-87.69642256
469,St. Louis Ave & Balmoral Ave,15,41.98039424,-87.71611496
471,Francisco Ave & Foster Ave,15,41.97563273,-87.70141944
472,Lincoln Ave & Winona St,15,41.9749113,-87.69250256
474,Christiana Ave & Lawrence Ave,15,41.96835449,-87.71183067
476,Kedzie Ave & Leland Ave,15,41.96668636,-87.70805198
478,Rockwell St & Eastwood Ave,15,41.96590014,-87.69363849
479,Drake Ave & Montrose Ave,15,41.96115408,-87.71656907
482,Campbell Ave & Montrose Ave,15,41.96152593,-87.69116504
484,Monticello Ave & Irving Park Rd,15,41.95400484,-87.71912818
485,Sawyer Ave & Irving Park Rd,15,41.95358618,-87.7093108
486,Oakley Ave & Irving Park Rd,15,41.95434085,-87.68607962
487,California Ave & Byron St,19,41.95216219,-87.69805111
490,Troy St & Elston Ave,15,41.94524357,-87.7066499
491,Talman Ave & Addison St,15,41.94663583,-87.69461476
504,Campbell Ave & Fullerton Ave,15,41.92463247,-87.68930701
505,Winchester Ave & Elston Ave,15,41.92409085,-87.67646008
506,Spaulding Ave & Armitage Ave,15,41.91710804,-87.71022096
507,Humboldt Blvd & Armitage Ave,19,41.91751339,-87.70180896
508,Central Park Ave & North Ave,15,41.90965688,-87.71663195
509,Troy St & North Ave,15,41.9097693,-87.70528049
510,Spaulding Ave & Division St,11,41.90270659,-87.70921957
523,Eastlake Ter & Rogers Ave,15,42.02088728,-87.66505793
532,Austin Blvd & Lake St,11,41.88794379,-87.77427346
561,Damen Ave & 59th St,11,41.78586107,-87.67414391
57,Clinton St & Roosevelt Rd,15,41.86711778,-87.64108796
58,Elston Ave & Cortland St,23,41.91643343,-87.66674638
60,Dayton St & North Ave,19,41.91057804,-87.64942193
67,Sheffield Ave & Fullerton Ave,27,41.92560188,-87.65370804
672,Franklin St & Illinois St,11,41.89102331,-87.63547987
673,Lincoln Park Conservatory,31,41.92393131,-87.63582453
678,Halsted St & 73rd St,15,41.76160544,-87.64416098
511,Albany Ave & Bloomingdale Ave,15,41.91402671,-87.70512646
56,Desplaines St & Kinzie St,27,41.88871604,-87.64444785
49,Dearborn St & Monroe St,39,41.88131982,-87.62952092
647,Elizabeth St & 59th St,7,41.78969688,-87.6546979
638,Clinton St & Jackson Blvd,31,41.87831661,-87.64098108
682,Eberhart Ave & 91st St,15,41.72928516,-87.61103153
683,Ashland Ave & 78th St,15,41.75220485,-87.66369939
685,Summit Ave & 86th St,15,41.73784848,-87.64489979
686,East End Ave & 87th St,15,41.73681521,-87.58280128
689,Elizabeth St & 92nd St,15,41.72679896,-87.6542902
69,Damen Ave & Pierce Ave,23,41.90939601,-87.67769193
691,Eggleston Ave & 92nd St,15,41.72757566,-87.63482809
692,Marquette Ave & 89th St,15,41.73366879,-87.55834222
694,Houston Ave & 92nd St,15,41.72820422,-87.54970014
695,Dauphin Ave & 103rd St,15,41.70725037,-87.60766268
696,Indiana Ave & 103rd St,15,41.70717027,-87.61847198
698,Cottage Grove Ave & 111th Pl,15,41.69170976,-87.61000156
699,Vernon Ave & 107th St,15,41.70012138,-87.61225998
700,Halsted St & 96th St,15,41.71971218,-87.64301956
701,Constance Ave & 95th St,15,41.72229074,-87.57896841
702,Greenwood Ave & 91st St,15,41.72826427,-87.59729862
703,Greenwood Ave & 97th St,15,41.71870316,-87.59703577
704,Avenue O & 134th St,15,41.6518678,-87.53967136
705,Stony Island Ave & 90th St,15,41.73139494,-87.58574367
706,Dauphin Ave & 87th St,15,41.73655902,-87.60125756
708,Clyde Ave & 87th St,15,41.73715146,-87.57274032
709,Michigan Ave & 114th St,15,41.6870148,-87.62105227
710,Burnham Greenway & 105th St,11,41.70457509,-87.52823174
711,Halsted St & 111th St,15,41.69226256,-87.64261186
713,Major Taylor Trail & 115th St,15,41.6849316,-87.64528871
714,State St & 123rd St,15,41.67064384,-87.62258649
715,Major Taylor Trail & 124th St,15,41.66869635,-87.63711333
71,Sangamon St & Lake St,23,41.88577925,-87.65102461
717,Big Marsh Park,15,41.68587706,-87.57382393
697,Oglesby Ave & 100th St,15,41.71339748,-87.56584168
679,Ashland Ave & 74th St,15,41.75923602,-87.66347408
7,Field Blvd & South Water St,19,41.88634906,-87.61751655
681,Halsted St & 78th St,15,41.75248701,-87.64390216
707,Torrence Ave & 106th St,15,41.70280085,-87.55972624
1.67725E+18,Public Rack - Kilbourn Ave & Fullerton Ave,1,41.924447,-87.73998
687,Loomis Blvd & 84th St,15,41.74148653,-87.65841007
719,Avenue O & 118th St,15,41.68100146,-87.53793122
720,Torrence Ave & 126th Pl,15,41.66631201,-87.55721569
721,Walden Pkwy & 100th St,15,41.7121641,-87.66773343
722,Commercial Ave & 130th St,15,41.65915043,-87.5507623
723,Hale Ave & 107th St,11,41.69920617,-87.66891897
724,Homewood Ave & 115th St,15,41.68459507,-87.670708
725,Halsted St & 104th St,15,41.70513979,-87.64242411
712,Wentworth Ave & 104th St,15,41.705308,-87.62921691
726,Vincennes Ave & 104th St,15,41.70492557,-87.65686811
727,Ada St & 113th St,15,41.68756162,-87.65547574
728,Western Ave & 111th St,23,41.69121104,-87.68129736
730,Lawndale Ave & 111th St,15,41.69131919,-87.71288574
731,Bradley Park,11,41.7178783,-87.56459177
732,Hegewisch Metra Station,15,41.64850076,-87.54608989
734,Commercial Ave & 100th St,15,41.7133174,-87.55109757
735,Western Ave & 104th St,15,41.7045871,-87.68120349
736,Kedzie Ave & 110th St,11,41.69239475,-87.70096064
737,Chicago State University,23,41.71896342,-87.60829568
738,Calumet Park,15,41.71370983,-87.53084421
739,Altgeld Gardens,15,41.65666553,-87.59880066
74,Kingsbury St & Erie St,23,41.89380806,-87.64169723
741,Yates Blvd & 93rd St,15,41.72616639,-87.56627619
742,Doty Ave & 111th St,15,41.69501045,-87.59871483
748,Olive Harvey College,15,41.70958114,-87.59023368
760,Lakefront Trail & Bryn Mawr Ave,19,41.98404412,-87.65228123
89,Financial Pl & Ida B Wells Dr,31,41.87502363,-87.63309404
9,Leavitt St & Archer Ave,15,41.82879202,-87.68060446
99,McClurg Ct & Ohio St,19,41.89259212,-87.61728913
1.69578E+18,Public Rack - Perry Ave & 111th St,1,41.692666,-87.626385
753,State St & Chicago Ave,15,41.8966172,-87.62857854
749,Burnham Greenway & 112th St,15,41.69177385,-87.53043115
740,Loomis St & 89th St,15,41.73237975,-87.65806943
1.67725E+18,Public Rack - Grand Ave & North Ave,2,41.909614,-87.734722
1.68353E+18,Public Rack - Lorel Ave & Grand Ave,10,41.9176685,-87.7595531
1.67725E+18,Public Rack - Homan Ave & 26th St,1,41.84456,-87.710058
1.69578E+18,Public Rack - Ave N & 106th St,1,41.702616,-87.538744
96,Desplaines St & Randolph St,23,41.88461619,-87.64457059
1.67419E+18,Public Rack - 111th St - Morgan Park Metra,2,41.692738,-87.670569
1.68353E+18,Public Rack - Campbell Ave & Pratt Blvd,1,42.00507,-87.692643
1.68353E+18,Public Rack - Drake Ave & Leland Ave,2,41.9659853,-87.716876
1.68353E+18,Public Rack - Jensen Park,1,41.964864,-87.720774
1.68353E+18,Public Rack - Kostner Ave & 16th St,1,41.8588018,-87.7343019
1.68353E+18,Public Rack - Washtenaw Ave & Devon Ave,1,41.997764,-87.697221
1.69578E+18,Public Rack - Pulaski Rd & 5th Ave,1,41.8730082,-87.7252516
1.69578E+18,Public Rack - Pulaski Rd & Lexington St,1,41.8715832,-87.7252086
